企業名,店舗名,ieul_企業id,ieul_店舗id,ロゴURL,郵便番号,都道府県,市区町村,以降住所,電話番号,FAX番号,営業時間,定休日,キャッチコピー,紹介文,査定依頼可能エリア,※参考※査定依頼可能エリア
Speee232不動産,,232,241,https://foodslink.jp/syokuzaihyakka/syun/fruit/starfruit/starfruit04s.jpg,329-1224,岩手県,花巻市,中根子字古館前,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee232不動産にお任せください,Speee232不動産にお任せください！東京都の不動産売却の実績多数です。,"231,232,233,234",
Speee233不動産,,233,242,https://foodslink.jp/syokuzaihyakka/syun/fruit/Papaya/PapayaGreen01s.jpg,329-1224,沖縄県,宜野湾市,大山２丁目,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee233不動産にお任せください,Speee233不動産にお任せください！東京都の不動産売却の実績多数です。,"1,859,186,018,611,860",
Speee234不動産,,234,243,https://foodslink.jp/syokuzaihyakka/syun/fruit/sumomo/sumomo-taiyo2s.jpg,329-1224,愛知県,豊田市,吉原町宮里,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee234不動産にお任せください,Speee234不動産にお任せください！東京都の不動産売却の実績多数です。,"1,080,108,110,821,080",
Speee235不動産,,235,244,https://foodslink.jp/syokuzaihyakka/syun/fruit/Figue-page/ichijiku-toyomituhime2s.jpg,329-1224,島根県,松江市,西持田町日吉,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee235不動産にお任せください,Speee235不動産にお任せください！東京都の不動産売却の実績多数です。,"1,416,141,714,181,410",
Speee236不動産,,236,245,https://foodslink.jp/syokuzaihyakka/syun/fruit/Cranberry/Cranberry07s.jpg,329-1224,大阪府,堺市堺区,向陵東町２丁,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee236不動産にお任せください,Speee236不動産にお任せください！東京都の不動産売却の実績多数です。,"1,231,123,212,331,230",
Speee237不動産,,237,246,https://foodslink.jp/syokuzaihyakka/syun/fruit/Budou-page/budou-Kyoho10s.jpg,329-1224,愛知県,西尾市,細池町東堤,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee237不動産にお任せください,Speee237不動産にお任せください！東京都の不動産売却の実績多数です。,"1,082,108,310,841,080",
Speee238不動産,,238,247,https://foodslink.jp/syokuzaihyakka/syun/fruit/akebi-page/akebi11s.jpg,329-1224,岐阜県,大垣市,切石町１丁目,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee238不動産にお任せください,Speee238不動産にお任せください！東京都の不動産売却の実績多数です。,"970,971,972,973",
Speee239不動産,,239,248,https://foodslink.jp/syokuzaihyakka/syun/fruit/shikuwasa/shikuwasa04s.jpg,329-1224,奈良県,香芝市,白鳳台１丁目,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee239不動産にお任せください,Speee239不動産にお任せください！東京都の不動産売却の実績多数です。,"1,337,133,813,391,340",
Speee240不動産,,240,249,https://foodslink.jp/syokuzaihyakka/syun/fruit/starfruit/starfruit04s.jpg,329-1224,秋田県,秋田市,上北手百崎字石川,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee240不動産にお任せください,Speee240不動産にお任せください！東京都の不動産売却の実績多数です。,"300,301,302,303",
Speee241不動産,,241,250,https://foodslink.jp/syokuzaihyakka/syun/fruit/Papaya/PapayaGreen01s.jpg,329-1224,秋田県,男鹿市,松木沢字松木新田,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee241不動産にお任せください,Speee241不動産にお任せください！東京都の不動産売却の実績多数です。,"304,305,306,307",
Speee242不動産,,242,251,https://foodslink.jp/syokuzaihyakka/syun/fruit/sumomo/sumomo-taiyo2s.jpg,329-1224,福島県,いわき市,泉町滝尻字諏訪山,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee242不動産にお任せください,Speee242不動産にお任せください！東京都の不動産売却の実績多数です。,"363,364,365,366",
Speee243不動産,,243,252,https://foodslink.jp/syokuzaihyakka/syun/fruit/Figue-page/ichijiku-toyomituhime2s.jpg,329-1224,福島県,須賀川市,滝字才蔵田,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee243不動産にお任せください,Speee243不動産にお任せください！東京都の不動産売却の実績多数です。,"365,366,367,368",
Speee244不動産,,244,253,https://foodslink.jp/syokuzaihyakka/syun/fruit/Cranberry/Cranberry07s.jpg,329-1224,愛知県,名古屋市昭和区,桜山町６丁目,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee244不動産にお任せください,Speee244不動産にお任せください！東京都の不動産売却の実績多数です。,"1,060,106,110,621,060",
Speee245不動産,,245,254,https://foodslink.jp/syokuzaihyakka/syun/fruit/Budou-page/budou-Kyoho10s.jpg,329-1224,岩手県,宮古市,田老字養呂地,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee245不動産にお任せください,Speee245不動産にお任せください！東京都の不動産売却の実績多数です。,"229,230,231,232",
Speee246不動産,,246,255,https://foodslink.jp/syokuzaihyakka/syun/fruit/akebi-page/akebi11s.jpg,329-1224,福島県,いわき市,田人町旅人字吉沼,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee246不動産にお任せください,Speee246不動産にお任せください！東京都の不動産売却の実績多数です。,"363,364,365,366",
Speee247不動産,,247,256,https://foodslink.jp/syokuzaihyakka/syun/fruit/shikuwasa/shikuwasa04s.jpg,329-1224,愛知県,稲沢市,目比町戌亥出,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee247不動産にお任せください,Speee247不動産にお任せください！東京都の不動産売却の実績多数です。,"1,088,108,910,901,090",
Speee248不動産,,248,257,https://foodslink.jp/syokuzaihyakka/syun/fruit/starfruit/starfruit04s.jpg,329-1224,京都府,南丹市,美山町原清水丸,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee248不動産にお任せください,Speee248不動産にお任せください！東京都の不動産売却の実績多数です。,"1,194,119,511,961,190",
Speee249不動産,,249,258,https://foodslink.jp/syokuzaihyakka/syun/fruit/Papaya/PapayaGreen01s.jpg,329-1224,京都府,京都市右京区,京北上弓削町高山,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee249不動産にお任せください,Speee249不動産にお任せください！東京都の不動産売却の実績多数です。,"1,178,117,911,801,180",
Speee250不動産,,250,259,https://foodslink.jp/syokuzaihyakka/syun/fruit/sumomo/sumomo-taiyo2s.jpg,329-1224,秋田県,横手市,山内土渕字君ヶ原,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee250不動産にお任せください,Speee250不動産にお任せください！東京都の不動産売却の実績多数です。,"302,303,304,305",
Speee251不動産,,251,260,https://foodslink.jp/syokuzaihyakka/syun/fruit/Figue-page/ichijiku-toyomituhime2s.jpg,329-1224,宮城県,名取市,下増田字大野,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee251不動産にお任せください,Speee251不動産にお任せください！東京都の不動産売却の実績多数です。,"270,271,272,273",
Speee252不動産,,252,261,https://foodslink.jp/syokuzaihyakka/syun/fruit/Cranberry/Cranberry07s.jpg,329-1224,秋田県,大館市,比内町中野字広久内,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee252不動産にお任せください,Speee252不動産にお任せください！東京都の不動産売却の実績多数です。,"303,304,305,306",
Speee253不動産,,253,262,https://foodslink.jp/syokuzaihyakka/syun/fruit/Budou-page/budou-Kyoho10s.jpg,329-1224,愛知県,知立市,宝３丁目,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee253不動産にお任せください,Speee253不動産にお任せください！東京都の不動産売却の実績多数です。,"1,093,109,410,951,090",
Speee254不動産,,254,263,https://foodslink.jp/syokuzaihyakka/syun/fruit/akebi-page/akebi11s.jpg,329-1224,神奈川県,横須賀市,浦上台２丁目,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee254不動産にお任せください,Speee254不動産にお任せください！東京都の不動産売却の実績多数です。,"747,748,749,750",
Speee255不動産,,255,264,https://foodslink.jp/syokuzaihyakka/syun/fruit/shikuwasa/shikuwasa04s.jpg,329-1224,宮城県,登米市,東和町米川字六反,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee255不動産にお任せください,Speee255不動産にお任せください！東京都の不動産売却の実績多数です。,"274,275,276,277",
Speee256不動産,,256,265,https://foodslink.jp/syokuzaihyakka/syun/fruit/starfruit/starfruit04s.jpg,329-1224,大阪府,大阪市東住吉区,矢田１丁目,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee256不動産にお任せください,Speee256不動産にお任せください！東京都の不動産売却の実績多数です。,"1,223,122,412,251,220",
Speee257不動産,,257,266,https://foodslink.jp/syokuzaihyakka/syun/fruit/Papaya/PapayaGreen01s.jpg,329-1224,愛知県,岡崎市,鶇巣町字奥田,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee257不動産にお任せください,Speee257不動産にお任せください！東京都の不動産売却の実績多数です。,"1,071,107,210,731,070",
Speee258不動産,,258,267,https://foodslink.jp/syokuzaihyakka/syun/fruit/sumomo/sumomo-taiyo2s.jpg,329-1224,沖縄県,沖縄市,山里２丁目,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee258不動産にお任せください,Speee258不動産にお任せください！東京都の不動産売却の実績多数です。,"1,864,186,518,661,860",
Speee259不動産,,259,268,https://foodslink.jp/syokuzaihyakka/syun/fruit/Figue-page/ichijiku-toyomituhime2s.jpg,329-1224,大阪府,富田林市,小金台２丁目,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee259不動産にお任せください,Speee259不動産にお任せください！東京都の不動産売却の実績多数です。,"1,250,125,112,521,250",
Speee260不動産,,260,269,https://foodslink.jp/syokuzaihyakka/syun/fruit/Cranberry/Cranberry07s.jpg,329-1224,石川県,加賀市,野田町松ケ丘,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee260不動産にお任せください,Speee260不動産にお任せください！東京都の不動産売却の実績多数です。,"834,835,836,837",
Speee261不動産,,261,270,https://foodslink.jp/syokuzaihyakka/syun/fruit/Budou-page/budou-Kyoho10s.jpg,329-1224,愛知県,一宮市,北園通７丁目,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee261不動産にお任せください,Speee261不動産にお任せください！東京都の不動産売却の実績多数です。,"1,072,107,310,741,070",
Speee262不動産,,262,271,https://foodslink.jp/syokuzaihyakka/syun/fruit/akebi-page/akebi11s.jpg,329-1224,大阪府,大阪市東住吉区,照ケ丘矢田２丁目,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee262不動産にお任せください,Speee262不動産にお任せください！東京都の不動産売却の実績多数です。,"1,223,122,412,251,220",
Speee263不動産,,263,272,https://foodslink.jp/syokuzaihyakka/syun/fruit/shikuwasa/shikuwasa04s.jpg,329-1224,愛知県,岡崎市,正名町字八畝畑,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee263不動産にお任せください,Speee263不動産にお任せください！東京都の不動産売却の実績多数です。,"1,071,107,210,731,070",
Speee264不動産,,264,273,https://foodslink.jp/syokuzaihyakka/syun/fruit/starfruit/starfruit04s.jpg,329-1224,神奈川県,横浜市中区,翁町１丁目,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee264不動産にお任せください,Speee264不動産にお任せください！東京都の不動産売却の実績多数です。,"722,723,724,725",
Speee265不動産,,265,274,https://foodslink.jp/syokuzaihyakka/syun/fruit/Papaya/PapayaGreen01s.jpg,329-1224,福島県,いわき市,常磐西郷町大仁田,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee265不動産にお任せください,Speee265不動産にお任せください！東京都の不動産売却の実績多数です。,"363,364,365,366",
Speee266不動産,,266,275,https://foodslink.jp/syokuzaihyakka/syun/fruit/sumomo/sumomo-taiyo2s.jpg,329-1224,京都府,綾部市,上杉町門ノ坪,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee266不動産にお任せください,Speee266不動産にお任せください！東京都の不動産売却の実績多数です。,"1,184,118,511,861,180",
Speee267不動産,,267,276,https://foodslink.jp/syokuzaihyakka/syun/fruit/Figue-page/ichijiku-toyomituhime2s.jpg,329-1224,京都府,京都市上京区,天満屋町御前通上の下立売上る,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee267不動産にお任せください,Speee267不動産にお任せください！東京都の不動産売却の実績多数です。,"1,172,117,311,741,170",
